# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID
LIFTING_SURFACE,StabHor,0,WUTDECXIUE
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,24,33
# x,y,z,u,w
1.017924071265868369e+00, 8.899540372137618727e-01, -2.620299019350878778e-02, 3.454513312736896324e+00, 4.134663504172013671e-01
9.231375092917902814e-01, 8.899540372137617616e-01, -3.547629200608706790e-02, 3.454513312736896324e+00, 5.841612375912467181e-01
8.122277511095212787e-01, 8.899540372137617616e-01, -4.495122901691139122e-02, 3.454513312736896324e+00, 7.836633902842906618e-01
6.918006518645347658e-01, 8.899540372137617616e-01, -5.318599911073899900e-02, 3.454513312736896324e+00, 1.000000000000000000e+00
5.712113229310207263e-01, 8.899540372137617616e-01, -5.856407094762180326e-02, 3.454513312736896324e+00, 1.216336609715709338e+00
4.599046889830916696e-01, 8.899540372137617616e-01, -5.991143992348083036e-02, 3.454513312736896324e+00, 1.415838762408753171e+00
3.647128380281676741e-01, 8.899540372137617616e-01, -5.699425909059248341e-02, 3.454513312736896324e+00, 1.586533649582798633e+00
2.886039205006646347e-01, 8.899540372137617616e-01, -5.046768727892238238e-02, 3.454513312736896324e+00, 1.723464124463156111e+00
2.311747370564796178e-01, 8.899540372137617616e-01, -4.132525036399586904e-02, 3.454513312736896324e+00, 1.827739635619072267e+00
1.901279526650812568e-01, 8.899540372137618727e-01, -3.025512678334524308e-02, 3.454513312736896324e+00, 1.904044169930654951e+00
1.631396750778011939e-01, 8.899540372137615396e-01, -1.696924211305416222e-02, 3.454513312736896324e+00, 1.958266880232111484e+00
1.521226294456708428e-01, 8.899540372137617616e-01, 0.000000000000000000e+00, 3.454513312736896324e+00, 2.000000000000000000e+00
1.631396750778009719e-01, 8.899540372137617616e-01, 1.696924211305398875e-02, 3.454513312736896324e+00, 2.041733119767888294e+00
1.901279526650810903e-01, 8.899540372137617616e-01, 3.025512678334518757e-02, 3.454513312736896324e+00, 2.095955830069344827e+00
2.311747370564795623e-01, 8.899540372137617616e-01, 4.132525036399584129e-02, 3.454513312736896324e+00, 2.172260364380927733e+00
2.886039205006646347e-01, 8.899540372137617616e-01, 5.046768727892238238e-02, 3.454513312736896324e+00, 2.276535875536843889e+00
3.647128380281680626e-01, 8.899540372137617616e-01, 5.699425909059250422e-02, 3.454513312736896324e+00, 2.413466350417201589e+00
4.599046889830912255e-01, 8.899540372137617616e-01, 5.991143992348080261e-02, 3.454513312736896324e+00, 2.584161237591246607e+00
5.712113229310205043e-01, 8.899540372137617616e-01, 5.856407094762183796e-02, 3.454513312736896324e+00, 2.783663390284290440e+00
6.918006518645348768e-01, 8.899540372137617616e-01, 5.318599911073901981e-02, 3.454513312736896324e+00, 3.000000000000000000e+00
8.122277511095208347e-01, 8.899540372137617616e-01, 4.495122901691139816e-02, 3.454513312736896324e+00, 3.216336609715709116e+00
9.231375092917897263e-01, 8.899540372137617616e-01, 3.547629200608710953e-02, 3.454513312736896324e+00, 3.415838762408752949e+00
1.017924071265867703e+00, 8.899540372137617616e-01, 2.620299019350882247e-02, 3.454513312736896324e+00, 3.586533649582798411e+00
1.093888138263893639e+00, 8.899540372137617616e-01, 1.806067141281251370e-02, 3.454513312736896324e+00, 3.723464124463156111e+00
1.151690081874997329e+00, 8.899540372137617616e-01, 1.144829376818019481e-02, 3.454513312736896324e+00, 3.827739635619072267e+00
1.193959728636830198e+00, 8.899540372137617616e-01, 6.378949889369287495e-03, 3.454513312736896324e+00, 3.904044169930655173e+00
1.223981650881259764e+00, 8.899540372137617616e-01, 2.653570529232593574e-03, 3.454513312736896324e+00, 3.958266880232111262e+00
1.244865973077222687e+00, 8.899540372137617616e-01, 0.000000000000000000e+00, 3.454513312736896324e+00, 4.000000000000000000e+00
1.221616305885058207e+00, 1.020045962786238158e+00, 0.000000000000000000e+00, 3.545486687263103676e+00, 0.000000000000000000e+00
1.201606875267422492e+00, 1.020045962786238158e+00, -2.482657155307367754e-03, 3.545486687263103676e+00, 4.173311976788848798e-02
1.172843100733959698e+00, 1.020045962786238158e+00, -5.968051112818353876e-03, 3.545486687263103676e+00, 9.595583006934514658e-02
1.132345805486060231e+00, 1.020045962786238158e+00, -1.071089522943308170e-02, 3.545486687263103676e+00, 1.722603643809275942e-01
1.076969042588240555e+00, 1.020045962786238158e+00, -1.689725279757939291e-02, 3.545486687263103676e+00, 2.765358755368440558e-01
1.004194744150164853e+00, 1.020045962786238158e+00, -2.451497380418093258e-02, 3.545486687263103676e+00, 4.134663504172013671e-01
9.133921649521488106e-01, 1.020045962786238158e+00, -3.319076859587126449e-02, 3.545486687263103676e+00, 5.841612375912467181e-01
8.071494338108138322e-01, 1.020045962786238158e+00, -4.205563135007005238e-02, 3.545486687263103676e+00, 7.836633902842906618e-01
6.917965894858231213e-01, 1.020045962786238158e+00, -4.976177561060061982e-02, 3.545486687263103676e+00, 1.000000000000000000e+00
5.762952403256602629e-01, 1.020045962786238158e+00, -5.479849195043304949e-02, 3.545486687263103676e+00, 1.216336609715709338e+00
4.696890598667604610e-01, 1.020045962786238380e+00, -5.606976391684456718e-02, 3.545486687263103676e+00, 1.415838762408753171e+00
3.785147824972620034e-01, 1.020045962786238158e+00, -5.335812318674627158e-02, 3.545486687263103676e+00, 1.586533649582798633e+00
3.056058914005531646e-01, 1.020045962786238158e+00, -4.727707558312215647e-02, 3.545486687263103676e+00, 1.723464124463156111e+00
2.505659230637286017e-01, 1.020045962786238158e+00, -3.875560192900694839e-02, 3.545486687263103676e+00, 1.827739635619072267e+00
2.111784848928948410e-01, 1.020045962786238158e+00, -2.843769759341276820e-02, 3.545486687263103676e+00, 1.904044169930654951e+00
1.851708044138996867e-01, 1.020045962786238158e+00, -1.604474511123609240e-02, 3.545486687263103676e+00, 1.958266880232111484e+00
1.743596495166098159e-01, 1.020045962786238158e+00, 0.000000000000000000e+00, 3.545486687263103676e+00, 2.000000000000000000e+00
1.851708044138994647e-01, 1.020045962786238158e+00, 1.604474511123594321e-02, 3.545486687263103676e+00, 2.041733119767888294e+00
2.111784848928947023e-01, 1.020045962786238158e+00, 2.843769759341272310e-02, 3.545486687263103676e+00, 2.095955830069344827e+00
2.505659230637284907e-01, 1.020045962786238158e+00, 3.875560192900693451e-02, 3.545486687263103676e+00, 2.172260364380927733e+00
3.056058914005532756e-01, 1.020045962786238158e+00, 4.727707558312216340e-02, 3.545486687263103676e+00, 2.276535875536843889e+00
3.785147824972622810e-01, 1.020045962786238158e+00, 5.335812318674629240e-02, 3.545486687263103676e+00, 2.413466350417201589e+00
4.696890598667600170e-01, 1.020045962786238158e+00, 5.606976391684455330e-02, 3.545486687263103676e+00, 2.584161237591246607e+00
5.762952403256600409e-01, 1.020045962786238158e+00, 5.479849195043306337e-02, 3.545486687263103676e+00, 2.783663390284290440e+00
6.917965894858231213e-01, 1.020045962786238158e+00, 4.976177561060064758e-02, 3.545486687263103676e+00, 3.000000000000000000e+00
8.071494338108133881e-01, 1.020045962786238158e+00, 4.205563135007006625e-02, 3.545486687263103676e+00, 3.216336609715709116e+00
9.133921649521483666e-01, 1.020045962786238158e+00, 3.319076859587130612e-02, 3.545486687263103676e+00, 3.415838762408752949e+00
1.004194744150164631e+00, 1.020045962786238158e+00, 2.451497380418095340e-02, 3.545486687263103676e+00, 3.586533649582798411e+00
1.076969042588240999e+00, 1.020045962786238158e+00, 1.689725279757940679e-02, 3.545486687263103676e+00, 3.723464124463156111e+00
1.132345805486060453e+00, 1.020045962786238158e+00, 1.071089522943317884e-02, 3.545486687263103676e+00, 3.827739635619072267e+00
1.172843100733959698e+00, 1.020045962786238158e+00, 5.968051112818391173e-03, 3.545486687263103676e+00, 3.904044169930655173e+00
1.201606875267422270e+00, 1.020045962786238158e+00, 2.482657155307409387e-03, 3.545486687263103676e+00, 3.958266880232111262e+00
1.221616305885058207e+00, 1.020045962786238158e+00, 0.000000000000000000e+00, 3.545486687263103676e+00, 4.000000000000000000e+00
1.198847222999837481e+00, 1.147448811677594493e+00, 0.000000000000000000e+00, 3.634579588585730381e+00, 0.000000000000000000e+00
1.179694599436594160e+00, 1.147448811677594493e+00, -2.315276661430592381e-03, 3.634579588585730381e+00, 4.173311976788848798e-02
1.152162965960294994e+00, 1.147448811677594493e+00, -5.565645855857252397e-03, 3.634579588585730381e+00, 9.595583006934514658e-02
1.113401386677228544e+00, 1.147448811677594271e+00, -9.988739152556862927e-03, 3.634579588585730381e+00, 1.722603643809275942e-01
1.060399674579749929e+00, 1.147448811677594493e+00, -1.575788272997780126e-02, 3.634579588585730381e+00, 2.765358755368440558e-01
9.907492103078090473e-01, 1.147448811677594493e+00, -2.286184970728332572e-02, 3.634579588585730381e+00, 4.134663504172013671e-01
9.038482626166742806e-01, 1.147448811677594493e+00, -3.095248829993424086e-02, 3.634579588585730381e+00, 5.841612375912467181e-01
8.021760883200583780e-01, 1.147448811677594493e+00, -3.921988739151648085e-02, 3.634579588585730381e+00, 7.836633902842906618e-01
6.917926110788705785e-01, 1.147448811677594493e+00, -4.640833282590362679e-02, 3.634579588585730381e+00, 1.000000000000000000e+00
5.812740701550684896e-01, 1.147448811677594493e+00, -5.111074968775103367e-02, 3.634579588585730381e+00, 1.216336609715709338e+00
4.792711820446242665e-01, 1.147448811677594716e+00, -5.230749761469538628e-02, 3.634579588585730381e+00, 1.415838762408753171e+00
3.920314326495674129e-01, 1.147448811677594493e+00, -4.979714835246982357e-02, 3.634579588585730381e+00, 1.586533649582798633e+00
3.222564215536100063e-01, 1.147448811677594716e+00, -4.415241570925038800e-02, 3.634579588585730381e+00, 1.723464124463156111e+00
2.695562818414481421e-01, 1.147448811677594493e+00, -3.623906963981108481e-02, 3.634579588585730381e+00, 1.827739635619072267e+00
2.317938902280140268e-01, 1.147448811677594493e+00, -2.665783573467881556e-02, 3.634579588585730381e+00, 1.904044169930654951e+00
2.067465373378399862e-01, 1.147448811677594271e+00, -1.513935800665733647e-02, 3.634579588585730381e+00, 1.958266880232111484e+00
1.961370172927025535e-01, 1.147448811677594493e+00, 0.000000000000000000e+00, 3.634579588585730381e+00, 2.000000000000000000e+00
2.067465373378398474e-01, 1.147448811677594493e+00, 1.513935800665720810e-02, 3.634579588585730381e+00, 2.041733119767888294e+00
2.317938902280139435e-01, 1.147448811677594493e+00, 2.665783573467877393e-02, 3.634579588585730381e+00, 2.095955830069344827e+00
2.695562818414480866e-01, 1.147448811677594493e+00, 3.623906963981106399e-02, 3.634579588585730381e+00, 2.172260364380927733e+00
3.222564215536100063e-01, 1.147448811677594493e+00, 4.415241570925038106e-02, 3.634579588585730381e+00, 2.276535875536843889e+00
3.920314326495675239e-01, 1.147448811677594493e+00, 4.979714835246984439e-02, 3.634579588585730381e+00, 2.413466350417201589e+00
4.792711820446238224e-01, 1.147448811677594493e+00, 5.230749761469535852e-02, 3.634579588585730381e+00, 2.584161237591246607e+00
5.812740701550682676e-01, 1.147448811677594493e+00, 5.111074968775106142e-02, 3.634579588585730381e+00, 2.783663390284290440e+00
6.917926110788705785e-01, 1.147448811677594493e+00, 4.640833282590364761e-02, 3.634579588585730381e+00, 3.000000000000000000e+00
8.021760883200580450e-01, 1.147448811677594493e+00, 3.921988739151649472e-02, 3.634579588585730381e+00, 3.216336609715709116e+00
9.038482626166737255e-01, 1.147448811677594493e+00, 3.095248829993427209e-02, 3.634579588585730381e+00, 3.415838762408752949e+00
9.907492103078086032e-01, 1.147448811677594493e+00, 2.286184970728335000e-02, 3.634579588585730381e+00, 3.586533649582798411e+00
1.060399674579750151e+00, 1.147448811677594493e+00, 1.575788272997781167e-02, 3.634579588585730381e+00, 3.723464124463156111e+00
1.113401386677228544e+00, 1.147448811677594493e+00, 9.988739152556960071e-03, 3.634579588585730381e+00, 3.827739635619072267e+00
1.152162965960294994e+00, 1.147448811677594493e+00, 5.565645855857289694e-03, 3.634579588585730381e+00, 3.904044169930655173e+00
1.179694599436593716e+00, 1.147448811677594493e+00, 2.315276661430633147e-03, 3.634579588585730381e+00, 3.958266880232111262e+00
1.198847222999837481e+00, 1.147448811677594493e+00, 0.000000000000000000e+00, 3.634579588585730381e+00, 4.000000000000000000e+00
1.177443004533513360e+00, 1.267214654889168290e+00, 0.000000000000000000e+00, 3.718331926495921813e+00, 0.000000000000000000e+00
1.159095827789017541e+00, 1.267214654889168290e+00, -2.157929583553107582e-03, 3.718331926495921813e+00, 4.173311976788848798e-02
1.132722476203201545e+00, 1.267214654889168290e+00, -5.187362282671110526e-03, 3.718331926495921813e+00, 9.595583006934514658e-02
1.095592567545344398e+00, 1.267214654889168290e+00, -9.309871825569561443e-03, 3.718331926495921813e+00, 1.722603643809275942e-01
1.044823536775233208e+00, 1.267214654889168290e+00, -1.468681078720909285e-02, 3.718331926495921813e+00, 2.765358755368440558e-01
9.781096523067731585e-01, 1.267214654889168290e+00, -2.130782008297604085e-02, 3.718331926495921813e+00, 4.134663504172013671e-01
8.948764576634604673e-01, 1.267214654889168290e+00, -2.884837893880568688e-02, 3.718331926495921813e+00, 5.841612375912467181e-01
7.975008638532119498e-01, 1.267214654889168290e+00, -3.655412858562108458e-02, 3.718331926495921813e+00, 7.836633902842906618e-01
6.917888711525859158e-01, 1.267214654889168290e+00, -4.325590800757405513e-02, 3.718331926495921813e+00, 1.000000000000000000e+00
5.859544502086926343e-01, 1.267214654889168290e+00, -4.764406455880465519e-02, 3.718331926495921813e+00, 1.216336609715709338e+00
4.882789157992031281e-01, 1.267214654889168290e+00, -4.877075569734916349e-02, 3.718331926495921813e+00, 1.415838762408753171e+00
4.047378439816026185e-01, 1.267214654889168290e+00, -4.644963173574173654e-02, 3.718331926495921813e+00, 1.586533649582798633e+00
3.379088563386524191e-01, 1.267214654889168290e+00, -4.121505969405839243e-02, 3.718331926495921813e+00, 1.723464124463156111e+00
2.874082871277930384e-01, 1.267214654889168290e+00, -3.387338775587054457e-02, 3.718331926495921813e+00, 1.827739635619072267e+00
2.511735306724313666e-01, 1.267214654889168512e+00, -2.498466548639676627e-02, 3.718331926495921813e+00, 1.904044169930654951e+00
2.270289397254584007e-01, 1.267214654889168290e+00, -1.428824320854769556e-02, 3.718331926495921813e+00, 1.958266880232111484e+00
2.166089677814741488e-01, 1.267214654889168290e+00, 0.000000000000000000e+00, 3.718331926495921813e+00, 2.000000000000000000e+00
2.270289397254582897e-01, 1.267214654889168290e+00, 1.428824320854758800e-02, 3.718331926495921813e+00, 2.041733119767888294e+00
2.511735306724313110e-01, 1.267214654889168290e+00, 2.498466548639673504e-02, 3.718331926495921813e+00, 2.095955830069344827e+00
2.874082871277930384e-01, 1.267214654889168290e+00, 3.387338775587053763e-02, 3.718331926495921813e+00, 2.172260364380927733e+00
3.379088563386525301e-01, 1.267214654889168290e+00, 4.121505969405839243e-02, 3.718331926495921813e+00, 2.276535875536843889e+00
4.047378439816027296e-01, 1.267214654889168290e+00, 4.644963173574175042e-02, 3.718331926495921813e+00, 2.413466350417201589e+00
4.882789157992027951e-01, 1.267214654889168290e+00, 4.877075569734913574e-02, 3.718331926495921813e+00, 2.584161237591246607e+00
5.859544502086923012e-01, 1.267214654889168290e+00, 4.764406455880467600e-02, 3.718331926495921813e+00, 2.783663390284290440e+00
6.917888711525860268e-01, 1.267214654889168290e+00, 4.325590800757407595e-02, 3.718331926495921813e+00, 3.000000000000000000e+00
7.975008638532117278e-01, 1.267214654889168290e+00, 3.655412858562109152e-02, 3.718331926495921813e+00, 3.216336609715709116e+00
8.948764576634596901e-01, 1.267214654889168290e+00, 2.884837893880571116e-02, 3.718331926495921813e+00, 3.415838762408752949e+00
9.781096523067727144e-01, 1.267214654889168290e+00, 2.130782008297605473e-02, 3.718331926495921813e+00, 3.586533649582798411e+00
1.044823536775233208e+00, 1.267214654889168290e+00, 1.468681078720910499e-02, 3.718331926495921813e+00, 3.723464124463156111e+00
1.095592567545344398e+00, 1.267214654889168290e+00, 9.309871825569655118e-03, 3.718331926495921813e+00, 3.827739635619072267e+00
1.132722476203201545e+00, 1.267214654889168290e+00, 5.187362282671148690e-03, 3.718331926495921813e+00, 3.904044169930655173e+00
1.159095827789017319e+00, 1.267214654889168290e+00, 2.157929583553146614e-03, 3.718331926495921813e+00, 3.958266880232111262e+00
1.177443004533513360e+00, 1.267214654889168290e+00, 0.000000000000000000e+00, 3.718331926495921813e+00, 4.000000000000000000e+00
1.158082195725968155e+00, 1.375546738853919315e+00, 0.000000000000000000e+00, 3.794088628569174393e+00, 0.000000000000000000e+00
1.140463571714521063e+00, 1.375546738853919315e+00, -2.015604055713591993e-03, 3.794088628569174393e+00, 4.173311976788848798e-02
1.115137923611183135e+00, 1.375546738853919315e+00, -4.845192539495728375e-03, 3.794088628569174393e+00, 9.595583006934514658e-02
1.079483913877702816e+00, 1.375546738853919315e+00, -8.695814342266947050e-03, 3.794088628569174393e+00, 1.722603643809275942e-01
1.030734415676619609e+00, 1.375546738853919315e+00, -1.371799152685176416e-02, 3.794088628569174393e+00, 2.765358755368440558e-01
9.666767627455425949e-01, 1.375546738853919315e+00, -1.990214995842504164e-02, 3.794088628569174393e+00, 4.134663504172013671e-01
8.867611695191606191e-01, 1.375546738853919315e+00, -2.694514387721869825e-02, 3.794088628569174393e+00, 5.841612375912467181e-01
7.932719719094400990e-01, 1.375546738853919315e+00, -3.414286341146059028e-02, 3.794088628569174393e+00, 7.836633902842906618e-01
6.917854882681389039e-01, 1.375546738853919315e+00, -4.040443766382547514e-02, 3.794088628569174393e+00, 1.000000000000000000e+00
5.901880055476756981e-01, 1.375546738853919315e+00, -4.450833558635518272e-02, 3.794088628569174393e+00, 1.216336609715709338e+00
4.964267027079406480e-01, 1.375546738853919315e+00, -4.557165809090754638e-02, 3.794088628569174393e+00, 1.415838762408753171e+00
4.162312045458579357e-01, 1.375546738853919315e+00, -4.342169454202821077e-02, 3.794088628569174393e+00, 1.586533649582798633e+00
3.520669905271333611e-01, 1.375546738853919315e+00, -3.855812604804373378e-02, 3.794088628569174393e+00, 1.723464124463156111e+00
3.035560040707870888e-01, 1.375546738853919315e+00, -3.173355187601785421e-02, 3.794088628569174393e+00, 1.827739635619072267e+00
2.687030430904464029e-01, 1.375546738853919537e+00, -2.347122880892928837e-02, 3.794088628569174393e+00, 1.904044169930654951e+00
2.453750295582731722e-01, 1.375546738853919315e+00, -1.351838230914606878e-02, 3.794088628569174393e+00, 1.958266880232111484e+00
2.351265100105553452e-01, 1.375546738853919315e+00, 0.000000000000000000e+00, 3.794088628569174393e+00, 2.000000000000000000e+00
2.453750295582730612e-01, 1.375546738853919315e+00, 1.351838230914598205e-02, 3.794088628569174393e+00, 2.041733119767888294e+00
2.687030430904462364e-01, 1.375546738853919315e+00, 2.347122880892926755e-02, 3.794088628569174393e+00, 2.095955830069344827e+00
3.035560040707871443e-01, 1.375546738853919315e+00, 3.173355187601784727e-02, 3.794088628569174393e+00, 2.172260364380927733e+00
3.520669905271333611e-01, 1.375546738853919315e+00, 3.855812604804374072e-02, 3.794088628569174393e+00, 2.276535875536843889e+00
4.162312045458581578e-01, 1.375546738853919315e+00, 4.342169454202821771e-02, 3.794088628569174393e+00, 2.413466350417201589e+00
4.964267027079402039e-01, 1.375546738853919315e+00, 4.557165809090751862e-02, 3.794088628569174393e+00, 2.584161237591246607e+00
5.901880055476753650e-01, 1.375546738853919315e+00, 4.450833558635519660e-02, 3.794088628569174393e+00, 2.783663390284290440e+00
6.917854882681389039e-01, 1.375546738853919315e+00, 4.040443766382549595e-02, 3.794088628569174393e+00, 3.000000000000000000e+00
7.932719719094398769e-01, 1.375546738853919315e+00, 3.414286341146058334e-02, 3.794088628569174393e+00, 3.216336609715709116e+00
8.867611695191599530e-01, 1.375546738853919315e+00, 2.694514387721871213e-02, 3.794088628569174393e+00, 3.415838762408752949e+00
9.666767627455423728e-01, 1.375546738853919315e+00, 1.990214995842505552e-02, 3.794088628569174393e+00, 3.586533649582798411e+00
1.030734415676619387e+00, 1.375546738853919315e+00, 1.371799152685177284e-02, 3.794088628569174393e+00, 3.723464124463156111e+00
1.079483913877702594e+00, 1.375546738853919315e+00, 8.695814342267035521e-03, 3.794088628569174393e+00, 3.827739635619072267e+00
1.115137923611183357e+00, 1.375546738853919315e+00, 4.845192539495767406e-03, 3.794088628569174393e+00, 3.904044169930655173e+00
1.140463571714521063e+00, 1.375546738853919315e+00, 2.015604055713629290e-03, 3.794088628569174393e+00, 3.958266880232111262e+00
1.158082195725968155e+00, 1.375546738853919315e+00, 0.000000000000000000e+00, 3.794088628569174393e+00, 4.000000000000000000e+00
1.141170486241491977e+00, 1.470175054750814336e+00, 0.000000000000000000e+00, 3.860262276049520658e+00, 0.000000000000000000e+00
1.124188254660129616e+00, 1.470175054750814336e+00, -1.891282391108928870e-03, 3.860262276049520658e+00, 4.173311976788848798e-02
1.099777777875183826e+00, 1.470175054750814336e+00, -4.546306509036876844e-03, 3.860262276049520658e+00, 9.595583006934514658e-02
1.065412969129410969e+00, 1.470175054750814336e+00, -8.159433767074477512e-03, 3.860262276049520658e+00, 1.722603643809275942e-01
1.018427537111788794e+00, 1.470175054750814336e+00, -1.287172575164596822e-02, 3.860262276049520658e+00, 2.765358755368440558e-01
9.566901083268346540e-01, 1.470175054750814336e+00, -1.867429398330949092e-02, 3.860262276049520658e+00, 4.134663504172013671e-01
8.796724473049457593e-01, 1.470175054750814336e+00, -2.528266382474873147e-02, 3.860262276049520658e+00, 5.841612375912467181e-01
7.895780254062112480e-01, 1.470175054750814336e+00, -3.203661792756603427e-02, 3.860262276049520658e+00, 7.836633902842906618e-01
6.917825333110626529e-01, 1.470175054750814336e+00, -3.791367198681085127e-02, 3.860262276049520658e+00, 1.000000000000000000e+00
5.938860255369765584e-01, 1.470175054750814336e+00, -4.176926936596801060e-02, 3.860262276049520658e+00, 1.216336609715709338e+00
5.035438126650559898e-01, 1.470175054750814336e+00, -4.277723922801686396e-02, 3.860262276049520658e+00, 1.415838762408753171e+00
4.262706805199855120e-01, 1.470175054750814336e+00, -4.077678467972082471e-02, 3.860262276049520658e+00, 1.586533649582798633e+00
3.644341521792078820e-01, 1.470175054750814336e+00, -3.623728860847253569e-02, 3.860262276049520658e+00, 1.723464124463156111e+00
3.176610706768395742e-01, 1.470175054750814336e+00, -2.986440048341567483e-02, 3.860262276049520658e+00, 1.827739635619072267e+00
2.840151111122356520e-01, 1.470175054750814780e+00, -2.214923851054328291e-02, 3.860262276049520658e+00, 1.904044169930654951e+00
2.614003797651176519e-01, 1.470175054750814114e+00, -1.284590710402633285e-02, 3.860262276049520658e+00, 1.958266880232111484e+00
2.513016242662521882e-01, 1.470175054750814336e+00, 0.000000000000000000e+00, 3.860262276049520658e+00, 2.000000000000000000e+00
2.614003797651175409e-01, 1.470175054750814336e+00, 1.284590710402626172e-02, 3.860262276049520658e+00, 2.041733119767888294e+00
2.840151111122356520e-01, 1.470175054750814336e+00, 2.214923851054326209e-02, 3.860262276049520658e+00, 2.095955830069344827e+00
3.176610706768395742e-01, 1.470175054750814336e+00, 2.986440048341567829e-02, 3.860262276049520658e+00, 2.172260364380927733e+00
3.644341521792079375e-01, 1.470175054750814336e+00, 3.623728860847254957e-02, 3.860262276049520658e+00, 2.276535875536843889e+00
4.262706805199856230e-01, 1.470175054750814336e+00, 4.077678467972083165e-02, 3.860262276049520658e+00, 2.413466350417201589e+00
5.035438126650556567e-01, 1.470175054750814336e+00, 4.277723922801683620e-02, 3.860262276049520658e+00, 2.584161237591246607e+00
5.938860255369764474e-01, 1.470175054750814336e+00, 4.176926936596803142e-02, 3.860262276049520658e+00, 2.783663390284290440e+00
6.917825333110627639e-01, 1.470175054750814336e+00, 3.791367198681087208e-02, 3.860262276049520658e+00, 3.000000000000000000e+00
7.895780254062111370e-01, 1.470175054750814336e+00, 3.203661792756603427e-02, 3.860262276049520658e+00, 3.216336609715709116e+00
8.796724473049453152e-01, 1.470175054750814336e+00, 2.528266382474874535e-02, 3.860262276049520658e+00, 3.415838762408752949e+00
9.566901083268344319e-01, 1.470175054750814336e+00, 1.867429398330949786e-02, 3.860262276049520658e+00, 3.586533649582798411e+00
1.018427537111789016e+00, 1.470175054750814336e+00, 1.287172575164597169e-02, 3.860262276049520658e+00, 3.723464124463156111e+00
1.065412969129410969e+00, 1.470175054750814336e+00, 8.159433767074560778e-03, 3.860262276049520658e+00, 3.827739635619072267e+00
1.099777777875183826e+00, 1.470175054750814336e+00, 4.546306509036915876e-03, 3.860262276049520658e+00, 3.904044169930655173e+00
1.124188254660129616e+00, 1.470175054750814336e+00, 1.891282391108964431e-03, 3.860262276049520658e+00, 3.958266880232111262e+00
1.141170486241491977e+00, 1.470175054750814336e+00, 0.000000000000000000e+00, 3.860262276049520658e+00, 4.000000000000000000e+00
1.126842665119536457e+00, 1.550345399711336780e+00, 0.000000000000000000e+00, 3.916325454343592138e+00, 0.000000000000000000e+00
1.110399593515466687e+00, 1.550345399711336780e+00, -1.785955453363551005e-03, 3.916325454343592138e+00, 4.173311976788848798e-02
1.086764461822505634e+00, 1.550345399711336780e+00, -4.293086360937914750e-03, 3.916325454343592138e+00, 9.595583006934514658e-02
1.053491880988942420e+00, 1.550345399711336558e+00, -7.705005139282376445e-03, 3.916325454343592138e+00, 1.722603643809275942e-01
1.008000988878543724e+00, 1.550345399711336558e+00, -1.215475833567234744e-02, 3.916325454343592138e+00, 2.765358755368440558e-01
9.482292842895383433e-01, 1.550345399711337224e+00, -1.763403836686052578e-02, 3.916325454343592138e+00, 4.134663504172013671e-01
8.736667892748257724e-01, 1.550345399711336558e+00, -2.387418901429426421e-02, 3.916325454343592138e+00, 5.841612375912467181e-01
7.864484656901508108e-01, 1.550345399711336780e+00, -3.025217924856268142e-02, 3.916325454343592138e+00, 7.836633902842906618e-01
6.917800298328393716e-01, 1.550345399711336780e+00, -3.580346277882215378e-02, 3.916325454343592138e+00, 1.000000000000000000e+00
5.970190363636322939e-01, 1.550345399711336780e+00, -3.944869669512586496e-02, 3.916325454343592138e+00, 1.216336609715709338e+00
5.095735211616714277e-01, 1.550345399711337002e+00, -4.040977107560640019e-02, 3.916325454343592138e+00, 1.415838762408753171e+00
4.347762556688198332e-01, 1.550345399711336780e+00, -3.853598250501333311e-02, 3.916325454343592138e+00, 1.586533649582798633e+00
3.749117730311911645e-01, 1.550345399711337002e+00, -3.427104482230554361e-02, 3.916325454343592138e+00, 1.723464124463156111e+00
3.296110673007938696e-01, 1.550345399711336780e+00, -2.828083101472058519e-02, 3.916325454343592138e+00, 1.827739635619072267e+00
2.969876950975976482e-01, 1.550345399711336780e+00, -2.102923106613786841e-02, 3.916325454343592138e+00, 1.904044169930654951e+00
2.749772657322708258e-01, 1.550345399711336780e+00, -1.227617732852669119e-02, 3.916325454343592138e+00, 1.958266880232111484e+00
2.650053922913325199e-01, 1.550345399711336780e+00, 0.000000000000000000e+00, 3.916325454343592138e+00, 2.000000000000000000e+00
2.749772657322707703e-01, 1.550345399711336780e+00, 1.227617732852663394e-02, 3.916325454343592138e+00, 2.041733119767888294e+00
2.969876950975975927e-01, 1.550345399711336780e+00, 2.102923106613785453e-02, 3.916325454343592138e+00, 2.095955830069344827e+00
3.296110673007939251e-01, 1.550345399711336780e+00, 2.828083101472059213e-02, 3.916325454343592138e+00, 2.172260364380927733e+00
3.749117730311912200e-01, 1.550345399711336780e+00, 3.427104482230555749e-02, 3.916325454343592138e+00, 2.276535875536843889e+00
4.347762556688198887e-01, 1.550345399711336780e+00, 3.853598250501334005e-02, 3.916325454343592138e+00, 2.413466350417201589e+00
5.095735211616709837e-01, 1.550345399711336780e+00, 4.040977107560637938e-02, 3.916325454343592138e+00, 2.584161237591246607e+00
